track_id,name,artists,tempo,energy,danceability,valence,loudness
4xzB1VGEUk0yqbR3ymosQd,Paradise,"HI-LO, DANNY AVILA",176.78,0.7264,0.64,0.6999,-0.65
6MAq8P7XpeUrrQvgs7HaH4,Monsters,"Sonny Wern, MOTi",157.82,0.4243,0.5146,0.5358,-10.76
0MeGiBDDodJwa1iHnCgG3q,My Mama Dropped LSD in the 90's,"Marlon Hoffstadt, DJ Daddy Trance, blazey",143.24,0.5517,0.7557,0.7176,-7.73
7pir94gnVi3jYH1kFtJbba,Crank That (Soulja Boy),"Jerome, Danny Ores",145.0,0.9035,0.5329,0.4149,-6.63
64n7L4Cz4aAChRXME2nqxc,Jungle,"Emma Louise, t e s t p r e s s",108.62,0.4711,0.794,0.4311,-6.16
1U9CrebEPjyG1ssJG6WE7F,Sorry Mama,"Axel Paerel, TARS.",130.57,0.8999,0.3334,0.4798,-1.69
1biKqdOsiIo2JekJ8UPX1x,How You Move - Edit,Charlotte de Witte,149.9,0.6766,0.7902,0.333,-4.57
1ZWyPPye3BUmtxwEOxQA9v,Endless Nights,"Lilly Palmer, Alan Fitzpatrick",144.78,0.8546,0.4456,0.3406,-8.27
0IAFmrpi9KF0PP3LONJonm,In The Dark,"Armin van Buuren, David Guetta, Aldae",163.31,0.9627,0.6224,0.1619,0
2x4JC9TxW2LACuuxbsncfG,Mockingbird,"Tiësto, Dimitri Vegas & Like Mike, Gabry Ponte",120.22,0.8879,0.927,0.4942,-5.95
1DaiV2h1XWvqpyxJ25Q6Cs,16,"Hardwell, Blasterjaxx, Maddix",125.42,0.5529,0.542,0.3841,-7.78
1OZAm5fySslJTCoL7vFSSy,Calabria (Danny Ores Remix),"MOTi, Danny Ores",127.57,0.6057,0.4656,0.8919,-2.77
0SsbE4vxOGPeXNiRxETbI2,In It For The Kill,"MOTi, Braaheim",114.64,0.9201,0.4905,0.1831,-12.45
2EqUYdNjz8PbmLh16qU4lx,Ameno (Robbe & TARS. Remix),"Axel Paerel, Robbe, TARS.",117.02,0.9229,0.6907,0.2373,-0.86
67aNGns9ZH1jm6nruyzBGU,Lullaby,BENNETT,127.61,0.9107,0.2885,0.6457,-3.88
4rnwQPqGNoHCQppYVdTZdu,Explode,"Tiësto, MOGUAI",191.13,0.6243,0.7054,0.5327,-7.33
11uG66DBgeXl3P6vqm4wYC,Gimme The Word,"Alan Fitzpatrick, HI-LO, Oliver Heldens",159.53,0.6751,0.7228,0.6925,-8.05
6Hpcvnyx7z6rW1aFeDobKI,Heaven Or Not (feat. Kareen Lomax),"Diplo, Riva Starr, Kareen Lomax",171.73,0.5987,0.6558,0.7077,-6.9
6DFHSmlrZLDZnXV5kTTMF6,"PATT (Party All The Time) - Adam Beyer, Layton Giordani & Green Velvet Remix","Sharam, Adam Beyer, Layton Giordani, Green Velvet",101.5,0.6963,0.6217,0.4642,-6.83
7LNiEbgn9x43HQGQywRoYC,LIFT ME UP,"HI-LO, Green Velvet, Oliver Heldens, Dajae",106.13,0.6164,0.5965,0.4535,-7.22
5qLUFu9bopRnFhPxddeDmA,Rhythm Is A Dancer,"Amero, Camitz, Kristianex",104.93,0.7487,0.7272,0.5581,-7.48
3uctQ9zoVtRsXyHVzTBaRY,lighthouse - MOTi Remix,"Kelly Clarkson, MOTi",133.38,0.8605,0.8287,0.8095,-6.81
4xCmCF6pHz0v6vcANehny0,Fuck The Pain Away,"Hannah Laing, Peaches",114.21,0.7205,0.813,0.537,-6.34
0oWN1xuaWUrx8QGiYqxAs9,Monster,"Don Diablo, Felix Jaehn",200,0.3908,0.4745,0.5979,-4.92
0mpbx09EzXdVD2ExGtXUOw,I Kinda Like It,"MOTi, Katt Niall",169.42,0.5118,0.4889,0.3659,0
2XOqxVmn5IyOiPL2orpT1D,Zig Zag,Alesso,171.14,0.477,0.5939,0.4834,-6.02
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,141.06,0.8475,0.7857,0.3291,-4.1
59NraMJsLaMCVtwXTSia8i,Prada,"cassö, RAYE, D-Block Europe",136.7,0.6869,0.4348,0.656,-6.1
0IsIY8pfu1yaGkPUD7pkDx,Guess featuring billie eilish,"Charli xcx, Billie Eilish",139.83,0.7565,0.4432,0.3576,-2.34
3AzjcOeAmA57TIOr9zF1ZW,Physical,Dua Lipa,147.13,0.2249,0.9402,0.1474,-6.96
2VOt88FoSGjSOuzLaeqz5k,keep steady,sosocamo,138.59,0.6944,0.7656,0.7935,-5.56
5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,95.62,0.6133,0.8562,0.5997,0
2VOZniNxFIDl8ydLltrMNb,Escapism.,"RAYE, 070 Shake",135.47,0.371,0.5244,0.7757,-4.25
04a44cx2PJthIbN2aLMXhl,TIT FOR TAT,Tate McRae,121.09,0.8091,0.8232,0.1301,-9.27
46aZJc0z1HHHSFxaIRxYSP,Breakin' Dishes,Rihanna,157.16,0.6907,0.8551,0.4871,-2.29
6DYul32gElizGgTrtRYrNY,gigolo,bbno$,161.95,0.5458,0.5122,0.4973,-2.55
3GCdLUSnKSMJhs4Tj6CV3s,"All The Stars (with SZA) - From ""Black Panther: The Album""","Kendrick Lamar, SZA",174.63,0.8321,0.8523,0.5705,-3.83
0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,Evanescence,95,0.8244,0.6345,0.285,-3.89
0eaVIYo2zeOaGJeqZ5TwYz,No Pole,Don Toliver,113.98,0.8336,0.7034,0.2909,-1.46
4Pd6KvXa6DVEA5Wr41k9Dw,think you're someone new,"Ian Asher, Arden Jones",98.07,0.7639,0.8857,0.5545,-2.58
5cF0dROlMOK5uNZtivgu50,Attention,Charlie Puth,99.86,0.8043,0.3993,0.4842,-11.92
7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,126.36,0.6172,0.6818,0.5971,-7.97
78OXlhLIGq3pMFvW3E8dBO,Ayer,NIIKO X SWAE,107.54,0.283,0.668,0.7454,-6.04
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish,119.09,0.9606,0.5759,0.7379,-7.09
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,160.25,0.9137,0.7905,0.3625,-4.81
2u9S9JJ6hTZS3Vf22HOZKg,NOKIA,Drake,157.9,0.7021,0.3415,0.8688,-4.62
2FAZskT9yRjp2Oow9szJD8,The Days - NOTION Remix,"Chrystal, NOTION",109.23,0.7775,0.2443,0.3981,-5.79
6CrpAztWyhMb4Ve2kcg5sK,LiFE 4 A LiFE,"IDK, Pusha T",107.12,0.637,0.6375,0.2546,-8.08
2RdEC8Ff83WkX7kDVCHseE,party 4 u,Charli xcx,127.16,0.6987,0.9571,0.3782,-2.73
7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",126.6,0.5159,0.8489,0.5823,-7.16
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",148.12,0.6359,0.7287,0.3289,-5.32
541sN2qNfIlllGn9nGOQoC,Revolving door,Tate McRae,132.75,0.7611,0.6019,0.4702,-2.33
57nKcZqsl20G6Uy8LDZPLR,How Many Times?,Dyce,160.34,0.7008,0.5362,0.6233,-8.24
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,"French Montana, Swae Lee",97.97,0.4367,0.7634,0.2562,-8.12
6ic8OlLUNEATToEFU3xmaH,Gimme More,Britney Spears,113.3,0.4225,0.7077,0.3224,-1.76
6DRZmJa38MaMNthwG3fCBD,two,bbno$,139.53,0.8124,0.8163,0.6173,-6.83
6QFCMUUq1T2Vf5sFUXcuQ7,Beauty And A Beat,"Justin Bieber, Nicki Minaj",128,0.8644,0.5157,0.4383,-8.49
4spNqO4t8rAzbQlaLduRga,yezzir,bbno$,144.76,0.9506,0.6566,0.3898,-12.17
2Hh3ETdQKrmSI3QS0hme7g,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",141.38,0.8743,0.6088,0.2704,-8.05
0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,134.85,0.8714,0.4286,0.16,-4.86
3OfqwyE7RrZrtuxCRixfII,It's ok I'm ok,Tate McRae,117.02,0.8077,0.3399,0.5696,-8.24
1LTvMafutYZbBqnnoCKkhL,304,Maxx Steele,158.53,0.846,0.493,0.5193,-2.61
0FIDCNYYjNvPVimz5icugS,Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",171.13,0.3186,0.6238,0.7624,-8.7
44ONERBHALxftQNWq6dmyd,Side To Side,"Ariana Grande, Nicki Minaj",183.04,0.7821,0.8653,0.2226,-8.14
3WQBER5AAfw8sMrQczAw95,FIGURED YOU OUT,Devkota,131.21,0.9348,0.5288,0.7176,-7.13
0Hnm7mnmqOLCIgvbMpM4Ev,Maui Wowie,Kid Cudi,168.66,0.8932,0.9222,0.3513,-7.41
6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,168.47,0.7228,0.5359,0.4648,-6.51
7DY756WOLyOz2Xnhw4EFiC,São Paulo (feat. Anitta),"The Weeknd, Anitta",103.67,0.5757,0.5998,0.3771,-8.43
2ogKhhoMClkFXek7ZgxAhN,Shameless,Camila Cabello,130.01,0.7173,0.5302,0.4647,-10.58
1YUgKPbLTDk36tEthUIpxv,Messiah,Sevdaliza,153.08,0.6588,0.4162,0.4204,-5.42
5NARCwodmWYJk1o9S7BLYs,The Spark,"AFROJACK, Spree Wilson",126,0.9574,0.4094,0.4213,-0.9
50NAIobH05JEcGUG8KL4K9,Tokyo by Night - Axwell Remix,"Hook N Sling, Karin Park, Axwell",128,0.6481,0.7275,0.5329,-6.11
6wDPn9E6hYBsMiCNkE4Wuo,Shadow of the Sun - Mako Remix,"Max Elto, Mako",126,0.4808,0.7273,0.1934,-1.49
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,128,0.668,0.7882,0.2412,-6.24
5UtRpIn3CP97VYVTSoTUUi,Afraid of the Dark,MKTO,109.2,0.86,0.5227,0.4542,-5.69
66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",140.2,0.6112,0.6853,0.4742,-2.42
4hNW0Hf1GOTdifyrLKkYwL,I Believe,"KB, Mattie of For Today",164.7,0.8078,0.244,0.6084,-8.73
2ZyuwVvV6Z3XJaXIFbspeE,Wild Things,Alessia Cara,178.6,0.3958,0.6879,0.7073,-10.05
3PTDg8JxrOTP1csXzAXK8G,Undefeated (feat. KB),"Tauren Wells, KB",186.23,0.9339,0.7455,0.4313,-6.91
3pQTVW0MlDEVHaQhKNp6d1,Transformed,"Shonlock, TobyMac",135.29,0.8694,0.6105,0.4671,-4.13
57AlxjJrWpWg0vF7eGksir,Start Over (feat. NF),"FLAME, NF",107.8,0.7823,0.725,0.6405,-5.15
1IU6X1F5RQao1Fnh701WMS,Nuthin,Lecrae,96.9,0.7102,0.7502,0.448,-5.5
4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,99.86,0.794,0.6317,0.3558,-4.48
6ox0BtzYRNG5RmuWvHQeGE,Fight for Me,"GAWVI, Lecrae",160.25,0.8066,0.7039,0.684,-8.2
6Knv6wdA0luoMUuuoYi2i1,My House,Flo Rida,187.9,0.472,0.4149,0.3781,-6.63
6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,Shawn Mendes,86.9,0.8024,0.4268,0.5235,-1.64
4XVPJQRHQUgo3jAXi0PEhS,The Drop [Intro],Lecrae,135.97,0.5537,0.7708,0.6605,0
0qpG0PjZCCNsbVon8llTGt,The Fear,The Score,114.51,0.371,0.6393,0.7555,-3.21
2u4fyu0QnU64T5euBxOHxZ,Work,Pop Evil,141.85,0.7919,0.5751,0.1834,-3.95
1ulAlG3x3jWtCCK2SI4qyL,Lose Control (feat. Ciara & Fat Man Scoop),"Missy Elliott, Ciara, Fatman Scoop",125.3,0.4702,0.3837,0.8482,-3.46
5QjJgPU8AJeickx34f7on6,Levels - Radio Edit,Avicii,126,0.6842,0.8397,0.3644,-2.25
6kyUpVMkX6ymEZQue0bzGj,Sofia,Alvaro Soler,114.75,0.9463,0.5782,0.7159,-3.08
50nfwKoDiSYg8zOCREWAm5,Shivers,Ed Sheeran,134.72,0.8443,0.6188,0.7633,-1.88
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Dua Lipa,124.16,0.3332,0.3923,0.2378,0
3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,133.8,0.8357,0.7731,0.344,-13.79
77mXgNePTK6pTC9afLQvi3,Bring It Back,"MOTi, BODYWORX",126.05,0.7299,0.4545,0.5317,-7.17
62U9oSSCZpeO4O3PtRyzqd,We Make It Bounce (feat. Major Lazer & Stylo G),"Dillon Francis, Major Lazer, Stylo G",128,0.6914,0.3948,0.595,-8.48
1LV5G400jD3Ytvyv6Dlkym,Right In,Skrillex,140.2,0.6736,0.2817,0.367,-6.01
1KDYN3odJHnj9pqGHN3FVs,My Body,Young the Giant,130,0.7742,0.6866,0.5017,-4.91
0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,126.05,0.7532,0.4469,0.6731,-5.66
1RJZLVGpBG9nNZiHRQSWTp,"Recess (with Kill The Noise, Fatman Scoop, and Michael Angelakos)","Skrillex, Fatman Scoop, Kill The Noise, Michael Angelakos",103.88,0.848,0.6096,0.3576,-6.05
1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,164.06,0.5562,0.7232,0.4022,-4.25
0jlN3umKmmg1E3JRFc7ES3,Burn,"Modestep, Newham Generals",158.99,0.5069,0.6142,0.6089,-10.24
4KraKuKPaSgHLZaqBRJNHc,Killin' It,Krewella,160.2,0.6633,0.3478,0.5332,-0.42
5o04dkaIX0dkryvBXngHaS,Hit The Road Jack,Throttle,124.16,0.8974,0.673,0.4061,-0.75
1m3foKman6bPDfwn3R1qgS,Pick It Up,"Mike Pennino, Xay Hill",141.58,0.976,0.4945,0.5184,-7.22
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,138.33,0.9599,0.5696,0.4259,-6.04
0kD586ste6xyDRqUYhVlCh,Savage (feat. Flux Pavilion & MAX),"Whethan, Flux Pavilion, MAX",179.76,0.7711,0.9191,0.4632,-7.87
39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,The Clash,113.3,0.765,0.7497,0.3939,-7.27
2zBXZY8lvzzmtzm07uImXc,Ragga Bomb (with Ragga Twins),"Skrillex, Ragga Twins",173.71,0.897,0.9419,0.282,-8.06
62feRreeM9ea7i2VHVSKrg,Freaks,"Timmy Trumpet, Savage",136.04,0.3258,0.4293,0.3301,-7.26
4lhqb6JvbHId48OUJGwymk,Hey Brother,Avicii,124.9,0.7219,0.4595,0.4271,-4.29
0A9mHc7oYUoCECqByV8cQR,Animals,Martin Garrix,128,0.6716,0.8581,0.4919,-5.65
1JDIArrcepzWDTAWXdGYmP,I Want You To Know,"Zedd, Selena Gomez",130,0.402,0.8886,0.6226,-4.21
01TuObJVd7owWchVRuQbQw,#thatPOWER,"will.i.am, Justin Bieber",128,0.5101,0.5381,0.5818,-7.25
40MkEbKzuSW9ET6HBngqnK,Light It Up (feat. Nyla & Fuse ODG) [Remix],"Major Lazer, Nyla, Fuse ODG",116.8,0.6597,0.9195,0.4987,-3.87
5b9vNfNr0AvZzVDCbJyEU2,Ride On Time (Take Control Of Me),Yofunders,119.7,0.781,0.6668,0.5879,-9.26
5YdnOm5990Kfq1Jodws98B,Call It Love,"Felix Jaehn, Ray Dalton",127.64,0.908,0.8154,0.5661,-10.23
1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",200,0.8515,0.6602,0.5843,-3.3
0yfyF16cCITZcWsIF4oGZs,Walking On A Dream (Resurrection),"Empire Of The Sun, Michael Calfan, Axwell",172.61,0.9423,0.5973,0.3693,-8.27
2rSimyLiVCXuz549VP8Xiq,Some Of Your Love,"The Good Son, Jaxxtone",163.56,0.6102,0.3186,0.571,-4.56
7Dev2VJdJKwIIUdj3lcQl9,Release The Pressure,"Calvin Harris, Kasabian",123.7,0.8297,0.6164,0.4835,-8.77
1Q2d7NGkaxhwMnWQll7HL3,Gotta Move,Bless You,132.85,0.9349,0.7671,0.6467,-13.08
7eQ8FyRRav56hFYtlkgvM7,looking myself over u,Jaxxtone,127.37,0.761,0.4446,0.6213,-13.37
6wLqNGHQIja6xqT0cfrzBB,On & On,"Armin van Buuren, Punctual, Alika",158.35,0.5787,0.7523,0.8277,-6.05
0aNPB23MLFcGGYaMNN7DCf,Love Songs (feat. Kosmo Kint),"Prospa, Kosmo Kint",115.92,0.8946,0.5046,0.8861,-5.77
3Jd898Z6fG2rooLiBA3gIc,Living On Video (All Tonight),"Poylow, Pakito, Nito-Onna",144.56,0.889,0.5065,0.8251,-6.12
59ySremqxhrlZnCuNrqf1Y,Under The Sun (with Alok),"Ella Henderson, Switch Disco, Alok",163.2,0.7698,0.4396,0.8037,-5.1
0LbdqwL82dT9RWREPQd9zS,Underneath The Blue (feat. Joe Cleere),"Mosimann, Joe Cleere",168.17,0.6857,0.778,0.5789,-6.56
0k4YvMqfvzNgwSFdnuOIDE,Caje,"HUGEL, Niconé, Sascha Braemer, Tony Romera, Mydoz",131.79,0.8144,0.1777,0.6028,-8.03
2H8E73XoNftcw6dD5wfpKG,next to you,"Jey Vazz, Jaxxtone",138.03,0.7954,0.4146,0.4813,-0.44
2aSE5j7ZdZrLkQ2Ip1XJCc,Closer,Daniel Etienne,135.03,0.6557,0.5526,0.3226,-10.59
5U0iZCQ9e8PaLYxup0pcnO,Another World,"MEDUZA, HAYLA",78.34,0.4039,0.4759,0.2251,-6.76
7uY52rq9YDHdbrgg4aRCvB,i don't wanna miss u,Mara,144.01,0.5951,0.4867,0.551,-2.93
4cRXvR0xaasQCwlaYMt9b8,Blue - Radio Edit,Daniel Etienne,152.79,0.4243,0.615,0.4314,-10.55
2UjUtPd5W0jNfzNPnR2jh4,All Shook Up,Karma Child,117.79,0.6952,0.7603,0.0561,-5.05
6pb5DtlAeG95dNQLHiArRU,Rock My Body,"R3HAB, INNA, Sash!",111.83,0.9627,0.9615,0.3475,-4.28
10V6Cqvtyz9icdWgINXNpb,No Good (Start the Dance),"Global Deejays, DJ Taylor & Flow, Hi:Fi",160.34,0.8675,0.664,0.1378,-6.54
6vsKOJPjdxlYgRs8McgtCQ,Buscando Money,"TWENTY SIX, Tayson Kryss",142.89,0.6969,0.548,0.6915,-9.23
0lRnxwJeUOxwEvWMw4uQKj,Think About Us,"Sonny Fodera, D.O.D, Poppy Baskcomb",100.81,0.6237,0.5998,0.602,-2.55
716NqsKLnZVIwLCu1T2yhS,Call On You,"Nito-Onna, Poylow",175.64,0.7813,0.4588,0.3444,-7.84
3JlHRjPt2TNB9h7VFf0im2,Weekends,"Jonas Blue, Felix Jaehn",137.52,0.5284,0.8039,0.3637,-7.71
7r2cCbhAbGUE4Izor1ZnlZ,K.O.,"LAVINIA, Ely Oaks",168.38,0.5101,0.7579,0.8471,-1.62
0ymH3Qwwzkl802WD3yy0oY,Marble,"Neptunica, Shockz, Rebecca Helena",149.87,0.6953,0.5163,0.2981,-5.31
6Of37cKE0cKe8FgBF668O9,Know,Aramis,151.26,0.8161,0.6469,0.1852,-10.56
2iyMHe42Q6bY0mKp29KaHw,LIGHTS GO OUT,John Summit,163.98,0.5727,0.4982,0.5999,-4.27
5ZduaRci3iNUiDfJbBfAaf,Give It To Me - Full Vocal Mix,Matt Sassari,83.41,0.8739,0.5431,0.4067,-10.94
5SL1bxjQ3jKjnbMB3sCaGB,Gravity,Nito-Onna,136.94,0.7568,0.533,0.1794,-6.68
1YWr18dWRmuvPgAsPBsOow,Forget You,"FAST BOY, Topic",152.06,0.8569,0.4453,0.3055,-3.03
1Rz3Xw2qOsRncTVajZR3cY,Electricity,"FAST BOY, R3HAB",93.09,0.6838,0.3749,0.7842,-13.35
3YOkRTqknv92aUyOXcTxVg,Can't Forget You,"LUM!X, Lucas & Steve",129.64,0.6927,0.2269,0.8105,-8.1
5ZKnajvQQbMJeUhqilzi5T,Man In Finance (with David Guetta),"David Guetta, Girl On Couch, Billen Ted",140.99,0.6137,0.4529,0.7046,0
09SeFTIX9wjIPeDJokttb2,Save My Soul (feat. AMANZI),"Bakermat, AMANZI",157.3,0.9267,0.7083,0.4793,-2.06
1bgKMxPQU7JIZEhNsM1vFs,Words (feat. Zara Larsson),"Alesso, Zara Larsson",93.81,0.5815,0.6277,0.5032,-9.83
3bcp0Y8uvKiidRwXeEZcNi,Parara (Out Of My Mind),Daniel Etienne,115.31,0.9045,0.8492,0.3756,-6.34
5is9ECympHEpAyTw22IDC5,Don't Lie,"The Chainsmokers, Kim Petras",134.12,0.2592,0.5721,0.6056,-11.71
4MxQEwaxUs6nY7ivDH7uS4,Dream Come True - Edit,"Felix Jaehn, bbyclose",150.93,0.4048,0.6398,0.2245,-7.47
1jc8a5v2ewbx7jAj8nTfHs,Young Again,"Don Diablo, Sandro Cavazza",108.57,0.6108,0.1884,0.4235,-5.46
0svMffDGjaAgtQHL0Pn8DA,Pretty Low,"Dillon Francis, Galantis, Arden Jones, Good Humans",127.64,0.7712,0.6405,0.6318,-5.79
1trC8L8YpawkU553ymy2zC,Calling (Lose My Mind) - Radio Edit,"Sebastian Ingrosso, Alesso, Ryan Tedder",169.22,0.5633,0.582,0.016,-6.88
7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",173.33,0.6371,0.9512,0.5473,-8.88
3HL3TJezSH1S7e1daqWb7g,Summer Of Love,"James Carter, Leony, Sam Fischer",119.39,0.9275,0.4646,0.4196,-10.12
6w8CTLwDoG60RZwUs1oDXd,Grove St. Party,"Proppa, Waka Flocka Flame",200,0.6475,0.6335,0.4661,-7.77
2TuVErkUG3BdQR0dsbtakg,OMG! (From F1® The Movie),"Tiësto, Sexyy Red, F1 The Album",146.6,0.6963,0.5701,0.7806,-2.86
49Gl1IylRVeiBBjBP0dCzW,Rock That Body - Chris Lake Remix,Black Eyed Peas,126.8,0.5821,0.3096,0.6412,-4.09
5xalbHoIf0F0AmuTKlm2Ct,No Room For A Saint (From F1® The Movie),"Dom Dolla, Nathan Nicholson, F1 The Album",138.08,0.4276,0.7831,0.4801,-4.34
3q8zQsSAO8KX4zCuOyte1n,Stereo Love - Molella RMX Radio Edit,"Edward Maya, Vika Jigulina",126.8,0.7708,0.6072,0.4297,-4.29
7GjZZf77XJYaa5W4S2NbpB,Gimme Gimme - Club Mix,"Kevin McKay, Lee Cabrera, Bleech",146.43,0.8468,0.7182,0.4409,-7.89
3flWoQdYrWyqUsHbURIJby,Stephanie - HNTR Remix,"Cloonee, Young M.A, InntRaw, HNTR",186.8,0.8659,0.6934,0.7031,-4.39
44r7xArc4bciyyzRU7js7X,Players (with David Guetta) - David Guetta Remix,"Coi Leray, David Guetta",185.0,0.7875,0.5224,0.6164,-6.59
3CPhCNH8rV1czzGSmXm9TH,messy,Łaszewo,165.78,0.8316,0.762,0.4684,-5.62
1Eqdkt6DfGNWElHpeujHGJ,HIGHJACK (right back),"Alok, Łaszewo, A$AP Rocky",200,0.7893,0.6898,0.6273,-4.5
6u6vaQoR0IXCWRSOP7h7D6,Get Busy - Odd Mob Club Mix,"Sean Paul, Odd Mob",174.78,0.6003,0.5257,0.4093,-11.77
3GiORO0zRwRT3g9CCklzkQ,It's That Time - FISHER Remix,"Marlon Hoffstadt, FISHER",156.07,0.5429,0.2064,0.494,-7.69
32GOfiLnbER2VOOxJkg29P,Forever,ZULAN,148.7,0.4169,0.4878,0.4482,-4.39
7KhT1uCXFocwzoDXwdNtYO,Pool - Gravagerz Version,"Gravagerz, kiki wera",167.97,0.9487,0.931,0.7246,-9.87
4pz1YLaxw1xvPYkm2PAIKq,HUSTLR,"Will Sparks, Joel Fletcher, Luciana",134.25,0.6424,0.6608,0.5712,-7.34
5SM3f95HzwgaiZOuHvJHcD,Long Cool Woman,MOONLGHT,157.97,0.6666,0.2996,0.5322,-2.95
1RhdVvfQwmQp0bg7NF58k0,greedy - Alok remix,"Tate McRae, Alok",135.27,0.6088,0.6275,0.5511,-9.13
2wRKES8HKm4EutRHz7JD1x,light years (feat. Inéz),"John Summit, Inéz",154.46,0.882,0.3568,0.1955,-3.72
6GOOcBV0wLoHrH5D9AWA32,Say My Name - Remix,"Morgan Seatree, Florence + The Machine",165.63,0.7309,0.7759,0.8,-5.78
7rXke3ttpL2uXel9Nesf4u,Sweet Disposition - John Summit & Silver Panda Remix,"The Temper Trap, John Summit, Silver Panda",172.97,0.9742,0.6831,0.3049,-4.38
5IFSvSEeCAvvBEQ85poqKB,Edge of Seventeen,Wuki,97.7,0.8392,0.636,0.6114,-6.84
0MOiv7WTXCqvm89lVCf9C8,Million Voices - Radio Edit,Otto Knows,154.72,0.837,0.4648,0.6044,-2.62
2ONRkpOJ6X91GMXMthtT0M,Ride It - Jonas Blue Remix,"Regard, Jonas Blue",190.24,0.8379,0.8636,0.7793,-6.17
2AhKFNKiRxk2NZNF47bFjn,Money,"Tiësto, Killfake",145.72,0.75,0.5756,0.4154,-5.43
1tQCOdjHZAv7wlKaV54QsQ,Barbra Streisand,"Duck Sauce, A-Trak, Armand Van Helden",124.96,0.7704,0.927,0.3867,-9.62
6t4VHEcJ7Kek9pgGHlDp6R,Push To Start (feat. No/Me),"Noizu, Westend, No/Me",167.19,0.5866,0.6861,0.8288,-6.24
3T00mhdOYUuM5yiuPs3xhs,San Frandisco,Dom Dolla,152.08,0.6889,0.7088,0.2876,-8.74
5GHVp2CCufZ8MJzYE82W7R,Waiting for Tonight - Radio Edit,"Jennifer Lopez, FISHER",128.8,0.4545,0.6574,0.4357,-3.86
7lDGg8CFySbkKUrjgzcLlY,The Less I Know The Better,Mau P,197.74,0.9138,0.5832,0.3967,-5.93
46N3FCKFABRjNoNBVq4osr,girl$,Dom Dolla,153.59,0.8647,0.3443,0.4808,-4.19
6bavRPbVF9voNZ4r6hTgVO,Toxic,"Chris Lake, Ragie Ban",146.31,0.8966,0.6682,0.9127,-3.11
1xsYj84j7hUDDnTTerGWlH,Dream On,Aerosmith,155.42,0.5381,0.635,0.47,-6.45
1AEYT6VxrxXPMoQUxsY0E4,Headstrong,Trapt,156.14,0.8642,0.1999,0.5185,-5.81
2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,AC/DC,129.2,0.7803,0.5377,0.5342,-4.93
3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,Red Hot Chili Peppers,182.9,0.8407,0.9221,0.7288,-6.17
6lSr3iZTC144PKhvbPFzMp,Blurry,Puddle Of Mudd,157.2,0.74,0.7414,0.3996,-4.85
1nLnpLXvl68RZCSjfkyiaa,Brain Stew,Green Day,151.4,0.4905,0.7466,0.3502,-9.82
2IZZqH4K02UIYg5EohpNHF,Zombie,The Cranberries,178.95,0.6551,0.3074,0.4609,-3.39
5h1XEKQ3e3JlyuKMbDBI89,Time Bomb,"Saliva, Peyton Parrish, Judge & Jury",185.08,0.5693,0.728,0.4149,-4.37
6r9Rj7AwojHNsRcpTIgMIs,Set Fire to Paper Tigers,Mammothor,131.45,0.565,0.342,0.7138,-2.97
1ju7EsSGvRybSNEsRvc7qY,Simple Man,Lynyrd Skynyrd,119.49,0.8257,0.7225,0.6251,-9.58
4Y58BRGTIDPIptihKVi4AV,Euphoria,"Judge & Jury, Trevor McNevan, Thousand Foot Krutch",98.81,0.7609,0.8329,0.3301,-5.92
